name_q,name_u,views
%C3%89mile_Derlin_Zinsou,Émile_Derlin_Zinsou,3060
%C3%89mile_Driant,Émile_Driant,4803
%C3%89mile_Hamilius,Émile_Hamilius,1653
%C3%89mile_Hugues,Émile_Hugues,133
%C3%89mile_Krieps,Émile_Krieps,3832
%C3%89mile_Mokoko_Wongolo,Émile_Mokoko_Wongolo,712
%C3%89mile_Nau,Émile_Nau,69
%C3%89mile_Reuter,Émile_Reuter,2351
%C3%89mile_Zuccarelli,Émile_Zuccarelli,2404
%C3%89mile_Zurlinden,Émile_Zurlinden,2426
%C3%89milienne_Moreau-Evrard,Émilienne_Moreau-Evrard,1781
%C3%89ric_Besson,Éric_Besson,23039
%C3%89ric_Ciotti,Éric_Ciotti,1629
%C3%89ric_Diard,Éric_Diard,668
%C3%89ric_Mercier,Éric_Mercier,24
%C3%89ric_Woerth,Éric_Woerth,1452
%C3%89rik_Orsenna,Érik_Orsenna,7034
%C3%89tienne-Denis_Pasquier,Étienne-Denis_Pasquier,3770
%C3%89tienne-Paschal_Tach%C3%A9,Étienne-Paschal_Taché,4907
%C3%89tienne_Arago,Étienne_Arago,1577
%C3%89tienne_Charles_de_Lom%C3%A9nie_de_Brienne,Étienne_Charles_de_Loménie_de_Brienne,9864
%C3%89tienne_Constantin_de_Gerlache,Étienne_Constantin_de_Gerlache,90
%C3%89tienne_Davignon,Étienne_Davignon,77534
%C3%89tienne_Fran%C3%A7ois%2C_duc_de_Choiseul,"Étienne_François,_duc_de_Choiseul",175
%C3%89tienne_Guy,Étienne_Guy,1591
%C3%89tienne_Maurice_G%C3%A9rard,Étienne_Maurice_Gérard,8405
%C3%89tienne_Pinte,Étienne_Pinte,2065
%C3%89tienne_Schmit,Étienne_Schmit,1022
%C3%89tienne_Tardif_de_Pommeroux_de_Bordesoulle,Étienne_Tardif_de_Pommeroux_de_Bordesoulle,1171
%C3%89tienne_Tshisekedi,Étienne_Tshisekedi,30615
%C3%8Dngrid_Betancourt,Íngrid_Betancourt,124470
%C3%8Dtalo_Argentino_L%C3%BAder,Ítalo_Argentino_Lúder,2750
%C3%92scar_Ribas_Reig,Òscar_Ribas_Reig,3271
%C3%93lafur_J%C3%B3hannesson,Ólafur_Jóhannesson,4776
%C3%93lafur_Ragnar_Gr%C3%ADmsson,Ólafur_Ragnar_Grímsson,59955
%C3%93lafur_Thors,Ólafur_Thors,6638
%C3%93scar_Arias,Óscar_Arias,43602
%C3%93scar_Berger,Óscar_Berger,10631
%C3%93scar_Carmona,Óscar_Carmona,6993
%C3%93scar_Diego_Gestido,Óscar_Diego_Gestido,2099
%C3%93scar_Jorge,Óscar_Jorge,951
%C3%93scar_Ornelas,Óscar_Ornelas,1131
%C3%93scar_P%C3%A9rez_Torres,Óscar_Pérez_Torres,1610
%C3%93scar_Pimentel_Gonz%C3%A1lez,Óscar_Pimentel_González,19
%C3%93scar_R._Benavides,Óscar_R._Benavides,4722
%C3%93scar_Zamora_Medinaceli,Óscar_Zamora_Medinaceli,931
%C3%96d%C3%B6n_Beniczky,Ödön_Beniczky,1713
%C3%96d%C3%B6n_Mikecz,Ödön_Mikecz,807
%C3%96gmundur_J%C3%B3nasson,Ögmundur_Jónasson,3661
%C3%96mer_%C4%B0zgi,Ömer_İzgi,149
%C3%96mer_Din%C3%A7er,Ömer_Dinçer,5484
%C3%96mer_L%C3%BCtfi_Yasan,Ömer_Lütfi_Yasan,231
%C3%96ssur_Skarph%C3%A9%C3%B0insson,Össur_Skarphéðinsson,5133
%C3%96sten_Und%C3%A9n,Östen_Undén,1894
%C3%96zcan_Mutlu,Özcan_Mutlu,1433
%C3%98rnulf_Egge,Ørnulf_Egge,559
%C3%98ystein_Djupedal,Øystein_Djupedal,4009
%C3%98ystein_Hedstr%C3%B8m,Øystein_Hedstrøm,1803
%C3%98yvind_Bjorvatn,Øyvind_Bjorvatn,863
%C3%98yvind_H%C3%A5brekke,Øyvind_Håbrekke,1932
%C3%98yvind_Heian,Øyvind_Heian,1100
%C3%98yvind_Korsberg,Øyvind_Korsberg,2536
%C3%98yvind_Ruud,Øyvind_Ruud,20
%C3%98yvind_Sl%C3%A5ke,Øyvind_Slåke,949
%C3%9Clle_Rajasalu,Ülle_Rajasalu,258
%C3%9E%C3%B3runn_Sveinbjarnard%C3%B3ttir,Þórunn_Sveinbjarnardóttir,2571
%C3%9Eorger%C3%B0ur_Katr%C3%ADn_Gunnarsd%C3%B3ttir,Þorgerður_Katrín_Gunnarsdóttir,2924
%C3%9Eorsteinn_P%C3%A1lsson,Þorsteinn_Pálsson,5169
%C4%8Aensu_Galea,Ċensu_Galea,1906
%C4%8Aensu_Tabone,Ċensu_Tabone,4670
%C4%8Cedomilj_Mijatovi%C4%87,Čedomilj_Mijatović,2477
%C4%8Cedomir_Anti%C4%87,Čedomir_Antić,4645
%C4%8Cedomir_Jovanovi%C4%87,Čedomir_Jovanović,15550
%C4%90%E1%BB%97_M%C6%B0%E1%BB%9Di,Đỗ_Mười,7124
%C4%90inh_Xu%C3%A2n_Qu%E1%BA%A3ng,Đinh_Xuân_Quảng,966
%C4%90o%C3%A0n_Khu%C3%AA,Đoàn_Khuê,159
%C4%90or%C4%91e_Simi%C4%87,Đorđe_Simić,2028
%C4%90or%C4%91e_Vojnovi%C4%87,Đorđe_Vojnović,1468
%C4%90ur%C4%91a_Adle%C5%A1i%C4%8D,Đurđa_Adlešič,2949
%C4%90ur%C4%91e_Ninkovi%C4%87,Đurđe_Ninković,1083
%C4%90uro_Pucar,Đuro_Pucar,2974
%C4%A2irts_Valdis_Kristovskis,Ģirts_Valdis_Kristovskis,4245
%C4%B0brahim_Bilgen,İbrahim_Bilgen,4032
%C4%B0hsan_Eryavuz,İhsan_Eryavuz,177
%C4%B0rsen_K%C3%BC%C3%A7%C3%BCk,İrsen_Küçük,4219
%C4%B0smail_Cem,İsmail_Cem,1873
%C4%B0smet_%C4%B0n%C3%B6n%C3%BC,İsmet_İnönü,57159
%C4%B0smet_Sezgin,İsmet_Sezgin,140
%C4%B0smet_Y%C4%B1lmaz,İsmet_Yılmaz,4158
%C4%B0zzettin_%C3%87al%C4%B1%C5%9Flar,İzzettin_Çalışlar,1371
%C4%BDubom%C3%ADr_Galko,Ľubomír_Galko,645
%C4%BDubom%C3%ADr_Jahn%C3%A1tek,Ľubomír_Jahnátek,44
%C4%BDudov%C3%ADt_%C5%A0t%C3%BAr,Ľudovít_Štúr,15772
%C4%BDudov%C3%ADt_Kan%C3%ADk,Ľudovít_Kaník,1226
%C5%8Ce_Taku,Ōe_Taku,1276
%C5%8Cishi_Masami,Ōishi_Masami,307
%C5%8Ckubo_Toshimichi,Ōkubo_Toshimichi,24117
%C5%8Ckuma_Shigenobu,Ōkuma_Shigenobu,17303
%C5%8Cmura_Masujir%C5%8D,Ōmura_Masujirō,9949
%C5%8Cura_Kanetake,Ōura_Kanetake,2599
%C5%9E%C3%BCkr%C3%BC_Naili_G%C3%B6kberk,Şükrü_Naili_Gökberk,1067
%C5%9E%C3%BCkr%C3%BC_Saraco%C4%9Flu,Şükrü_Saracoğlu,8344
%C5%9E%C3%BCkr%C3%BC_Sina_G%C3%BCrel,Şükrü_Sina_Gürel,2097
%C5%9Eefik_Avni_%C3%96z%C3%BCdo%C4%9Fru,Şefik_Avni_Özüdoğru,463
%C5%9Eemsettin_G%C3%BCnaltay,Şemsettin_Günaltay,4349
%C5%9Eevket_S%C3%BCreyya_Aydemir,Şevket_Süreyya_Aydemir,2765
%C5%A0ime_%C4%90odan,Šime_Đodan,1991
%C5%A0tefan_Harabin,Štefan_Harabin,1819
%C5%A0tefan_Osusk%C3%BD,Štefan_Osuský,1478
%C5%A0tefan_Tiso,Štefan_Tiso,2588
%C5%BDaneta_Jaunzeme-Grende,Žaneta_Jaunzeme-Grende,622
%C5%BDarko_Domljan,Žarko_Domljan,1600
%C5%BDarko_Kora%C4%87,Žarko_Korać,5000
%C5%BDarko_Obradovi%C4%87,Žarko_Obradović,4125
%C5%BDeljka_Antunovi%C4%87,Željka_Antunović,4747
%C5%BDeljko_%C5%A0turanovi%C4%87,Željko_Šturanović,2861
%C5%BDeljko_Kerum,Željko_Kerum,8902
%C5%BDeljko_Kom%C5%A1i%C4%87,Željko_Komšić,21309
%C5%BDeljko_Reiner,Željko_Reiner,32
%C5%BDivko_Budimir,Živko_Budimir,3377
%C5%BDivko_Radi%C5%A1i%C4%87,Živko_Radišić,5142
%C5%BDivko_Topalovi%C4%87,Živko_Topalović,2903
%C8%98tefan_Andrei,Ștefan_Andrei,11
%C8%98tefan_Ciobanu,Ștefan_Ciobanu,36
%CA%BBAisake_Eke,ʻAisake_Eke,139
%CA%BBIsileli_Pulu,ʻIsileli_Pulu,904
A%C3%A9cio_Neves,Aécio_Neves,4707
A%C3%AFchatou_Mindaoudou,Aïchatou_Mindaoudou,1420
A.R._Jamali,A.R._Jamali,383
A._A._Rahim,A._A._Rahim,760
A._Amirthalingam,A._Amirthalingam,1396
A._B._A._Ghani_Khan_Choudhury,A._B._A._Ghani_Khan_Choudhury,3376
A._B._Franklin,A._B._Franklin,49
A._B._M._Mohiuddin_Chowdhury,A._B._M._Mohiuddin_Chowdhury,1314
A._B._Shetty,A._B._Shetty,2555
A._C._Clemons,A._C._Clemons,1070
A._Chinnasami,A._Chinnasami,297
A._D._Patel,A._D._Patel,2635
A._Edison_Stairs,A._Edison_Stairs,1514
A._F._M._Ahsanuddin_Chowdhury,A._F._M._Ahsanuddin_Chowdhury,2647
A._G._Crowe,A._G._Crowe,2058
A._G._S._Ram_Babu,A._G._S._Ram_Babu,1290
A._J._John,A._J._John,196
A._J._McNamara,A._J._McNamara,2711
A._Joseph_DeNucci,A._Joseph_DeNucci,3299
A._K._Antony,A._K._Antony,76126
A._K._Fazlul_Huq,A._K._Fazlul_Huq,18313
A._K._Gopalan,A._K._Gopalan,14445
A._K._Khandker,A._K._Khandker,2957
A._L._Rowse,A._L._Rowse,14353
A._L._Zissu,A._L._Zissu,27
A._M._M._Naushad,A._M._M._Naushad,858
A._N._R._Robinson,A._N._R._Robinson,18234
A._Nesamony,A._Nesamony,4099
A._P._Abdullakutty,A._P._Abdullakutty,2692
A._P._Herbert,A._P._Herbert,14326
A._P._J._Abdul_Kalam,A._P._J._Abdul_Kalam,813363
A._P._Jayasuriya,A._P._Jayasuriya,374
A._P._Patro,A._P._Patro,1753
A._P._Tugwell,A._P._Tugwell,840
A._Philip_Randolph,A._Philip_Randolph,148772
A._Q._M._Badruddoza_Chowdhury,A._Q._M._Badruddoza_Chowdhury,6219
A._R._Antulay,A._R._Antulay,500
A._R._Colquhoun,A._R._Colquhoun,910
A._R._Menon,A._R._Menon,58
A._Raja,A._Raja,212816
A._S._Albery,A._S._Albery,546
A._Sampath,A._Sampath,948
A._Samraj,A._Samraj,414
A._Subbarayalu_Reddiar,A._Subbarayalu_Reddiar,4495
A._T._M._Abdul_Mateen,A._T._M._Abdul_Mateen,1871
A._Tamilarasi,A._Tamilarasi,1853
A._Vaikuntam,A._Vaikuntam,308
A._Vinayagamoorthy,A._Vinayagamoorthy,599
A._W._Norblad,A._W._Norblad,2553
A._Walter_Norblad,A._Walter_Norblad,1857
A._Y._S._Parisutha_Nadar,A._Y._S._Parisutha_Nadar,1230
Aad_Kosto,Aad_Kosto,1076
Aage_William_S%C3%B8gaard,Aage_William_Søgaard,498
Aake_Anker_Ording,Aake_Anker_Ording,728
Aamer_Sohail,Aamer_Sohail,27042
Aamir_Hayat_Khan_Rokhri,Aamir_Hayat_Khan_Rokhri,2666
Aamir_J._Sheikh,Aamir_J._Sheikh,1649
Aarne_Sihvo,Aarne_Sihvo,1659
Aarno_Yrj%C3%B6-Koskinen,Aarno_Yrjö-Koskinen,1323
Aaron_A._Sargent,Aaron_A._Sargent,4994
Aaron_Dixon,Aaron_Dixon,5041
Aaron_F._Perry,Aaron_F._Perry,955
Aaron_Gadama,Aaron_Gadama,31
Aaron_Mike_Oquaye,Aaron_Mike_Oquaye,1986
Aaron_Motsoaledi,Aaron_Motsoaledi,6149
Aaron_Pe%C3%B1a,Aaron_Peña,6750
Aaron_Peskin,Aaron_Peskin,5658
Aaron_Porter,Aaron_Porter,32976
Aaron_Sangala,Aaron_Sangala,1200
Aaron_Schock,Aaron_Schock,183775
Aaron_Soltz,Aaron_Soltz,3392
Aarre_Simonen,Aarre_Simonen,49
Aase_Bjerkholt,Aase_Bjerkholt,916
Aase_Mol%C3%B8kken,Aase_Moløkken,484
Aaslaug_Aasland,Aaslaug_Aasland,844
Aasmund_Frisak,Aasmund_Frisak,344
Aasmund_Halvorsen_Vinje,Aasmund_Halvorsen_Vinje,608
Ab_Harrewijn,Ab_Harrewijn,793
Ab_Klink,Ab_Klink,3544
Abadula_Gemeda,Abadula_Gemeda,585
Abang_Haji_Openg,Abang_Haji_Openg,2984
Abang_Muhammad_Salahuddin,Abang_Muhammad_Salahuddin,9058
Abani_Mukherji,Abani_Mukherji,4191
Abas_Ermenji,Abas_Ermenji,1275
Abass_Bundu,Abass_Bundu,3153
Abatai,Abatai,2599
Abay_Tsehaye,Abay_Tsehaye,2212
Abaz_Kupi,Abaz_Kupi,4427
Abb%C3%A9_Pierre,Abbé_Pierre,27437
Abbas-Ali_Amid_Zanjani,Abbas-Ali_Amid_Zanjani,4029
Abbas_Amir-Entezam,Abbas_Amir-Entezam,2997
Abbas_El_Fassi,Abbas_El_Fassi,28300
Abbas_Gharabaghi,Abbas_Gharabaghi,1966
Abbas_Zakour,Abbas_Zakour,1559
Abbott_Lawrence,Abbott_Lawrence,5638
Abd%C3%BClhalik_Renda,Abdülhalik_Renda,2623
Abd%C3%BCllatif_%C5%9Eener,Abdüllatif_Şener,3318
Abd%C3%BClmelik_F%C4%B1rat,Abdülmelik_Fırat,12
Abd_Dhiyab_al-Ajili,Abd_Dhiyab_al-Ajili,993
Abd_al-Halim_Abu_Ghazala,Abd_al-Halim_Abu_Ghazala,7410
Abd_al-Karim_al-Jundi,Abd_al-Karim_al-Jundi,104
Abd_al-Nasir_al-Janabi,Abd_al-Nasir_al-Janabi,1083
Abd_al-Rahman_Shahbandar,Abd_al-Rahman_Shahbandar,2653
Abd_al-Rahman_al-Bazzaz,Abd_al-Rahman_al-Bazzaz,40
Abd_al-Rahman_al-Mahdi,Abd_al-Rahman_al-Mahdi,3350
Abd_ar-Razzaq_an-Naif,Abd_ar-Razzaq_an-Naif,4177
Abd_el-Aziz_el-Zoubi,Abd_el-Aziz_el-Zoubi,1756
Abd_el-Krim,Abd_el-Krim,1521
Abdal%C3%A1_Bucaram,Abdalá_Bucaram,18714
Abdal%C3%A1_Bucaram%2C_Jr.,"Abdalá_Bucaram,_Jr.",16
Abdallah_Isaaq_Deerow,Abdallah_Isaaq_Deerow,1403
Abdallah_Khalil,Abdallah_Khalil,2903
Abdel_Aziz_al-Rantisi,Abdel_Aziz_al-Rantisi,57
Abdel_Hakim_Amer,Abdel_Hakim_Amer,27576
Abdel_Hamid_al-Sarraj,Abdel_Hamid_al-Sarraj,2771
Abdel_Khaliq_Mahjub,Abdel_Khaliq_Mahjub,2180
Abdel_Latif_Boghdadi_%28politician%29,Abdel_Latif_Boghdadi_(politician),96
Abdel_Moneim_Aboul_Fotouh,Abdel_Moneim_Aboul_Fotouh,6588
Abdel_Rahman_Swar_al-Dahab,Abdel_Rahman_Swar_al-Dahab,11681
Abdelaziz_Belkhadem,Abdelaziz_Belkhadem,7271
Abdelaziz_Ben_Dhia,Abdelaziz_Ben_Dhia,2004
Abdelaziz_Bouteflika,Abdelaziz_Bouteflika,161184
Abdelaziz_al-Hilu,Abdelaziz_al-Hilu,1560
Abdelhafid_Boussouf,Abdelhafid_Boussouf,2484
Abdelhakim_Belhadj,Abdelhakim_Belhadj,30655
Abdelilah_Benkirane,Abdelilah_Benkirane,17355
Abdelkader_Taleb_Omar,Abdelkader_Taleb_Omar,2565
Abdelkarim_Zbidi,Abdelkarim_Zbidi,5
Abdelmajid_Saleh,Abdelmajid_Saleh,949
Abdelwahed_Radi,Abdelwahed_Radi,538
Abdennour_Abrous,Abdennour_Abrous,1021
Abderrachid_Boukerzaza,Abderrachid_Boukerzaza,809
Abderrahmane_Far%C3%A8s,Abderrahmane_Farès,2254
Abderrahmane_Youssoufi,Abderrahmane_Youssoufi,5412
Abdeslam_Ahizoune,Abdeslam_Ahizoune,1833
Abdiqasim_Salad_Hassan,Abdiqasim_Salad_Hassan,14186
Abdirahman_Ahmed,Abdirahman_Ahmed,2010
Abdirahman_Ahmed_Ali_Tuur,Abdirahman_Ahmed_Ali_Tuur,4892
Abdirahman_Farole,Abdirahman_Farole,875
Abdirahman_Jama_Barre,Abdirahman_Jama_Barre,1361
Abdirahman_Mohamed_Abdullahi,Abdirahman_Mohamed_Abdullahi,899
Abdirahman_Saylici,Abdirahman_Saylici,4590
Abdirizak_Haji_Hussein,Abdirizak_Haji_Hussein,3743
Abdisamad_Ali_Shire,Abdisamad_Ali_Shire,1035
Abdiweli_Mohamed_Ali,Abdiweli_Mohamed_Ali,23141
Abdol_Hossein_Sardari,Abdol_Hossein_Sardari,9479
Abdolali_Bazargan,Abdolali_Bazargan,3036
Abdolhossein_Hazhir,Abdolhossein_Hazhir,2419
Abdollah_Javadi-Amoli,Abdollah_Javadi-Amoli,4169
Abdollah_Ramezanzadeh,Abdollah_Ramezanzadeh,1753
Abdolreza_Mesri,Abdolreza_Mesri,486
Abdolvahed_Mousavi_Lari,Abdolvahed_Mousavi_Lari,1306
Abdool_Razack_Mohamed,Abdool_Razack_Mohamed,2892
Abdou_Diouf,Abdou_Diouf,27514
Abdou_Labo,Abdou_Labo,1324
Abdou_Latif_Gu%C3%A8ye,Abdou_Latif_Guèye,638
Abdoulaye_Bald%C3%A9_%28politician%29,Abdoulaye_Baldé_(politician),78
Abdoulaye_Bathily,Abdoulaye_Bathily,2454
Abdoulaye_Hamani_Diori,Abdoulaye_Hamani_Diori,2083
Abdoulaye_S%C3%A9kou_Sow,Abdoulaye_Sékou_Sow,1107
Abdoulaye_Wade,Abdoulaye_Wade,61741
Abdu_Dawakin_Tofa,Abdu_Dawakin_Tofa,1146
Abdul%27ahat_Abdulrixit,Abdul'ahat_Abdulrixit,2691
Abdul%27aziz_Abubakar_Yari,Abdul'aziz_Abubakar_Yari,2303
Abdul-Aziz_bin_Muhammad,Abdul-Aziz_bin_Muhammad,3398
Abdul-Halim_Sadulayev,Abdul-Halim_Sadulayev,16063
Abdul-Karim_Mousavi_Ardebili,Abdul-Karim_Mousavi_Ardebili,5025
AbdulWahab_Raweh,AbdulWahab_Raweh,867
Abdul_Ahad_Karzai,Abdul_Ahad_Karzai,9800
Abdul_Akbar_Khan,Abdul_Akbar_Khan,16
Abdul_Ali_Mazari,Abdul_Ali_Mazari,18312
Abdul_Azeez_Abdul_Rahim,Abdul_Azeez_Abdul_Rahim,14
Abdul_Aziz_Abdul_Ghani,Abdul_Aziz_Abdul_Ghani,8522
Abdul_Aziz_Kurd,Abdul_Aziz_Kurd,1887
Abdul_Aziz_Shamsuddin,Abdul_Aziz_Shamsuddin,2404
Abdul_Baqi_%28Pakistani_politician%29,Abdul_Baqi_(Pakistani_politician),52
Abdul_Baqi_Turkistani,Abdul_Baqi_Turkistani,464
Abdul_Basir_Salangi,Abdul_Basir_Salangi,4323
Abdul_Fattah_Ismail,Abdul_Fattah_Ismail,7577
Abdul_Ghafoor_Khan_Durrani,Abdul_Ghafoor_Khan_Durrani,1551
Abdul_Ghafoor_Khan_Mayo,Abdul_Ghafoor_Khan_Mayo,754
Abdul_Ghani_Othman,Abdul_Ghani_Othman,7443
Abdul_Hadi_Arghandiwal,Abdul_Hadi_Arghandiwal,2209
Abdul_Hadi_Awang,Abdul_Hadi_Awang,10556
Abdul_Hafiz_Ghoga,Abdul_Hafiz_Ghoga,33957
Abdul_Hai_Baloch,Abdul_Hai_Baloch,1763
Abdul_Hai_Neamati,Abdul_Hai_Neamati,988
Abdul_Hakeem_Khan,Abdul_Hakeem_Khan,1076
Abdul_Hakim_Jan,Abdul_Hakim_Jan,859
Abdul_Halim_Khaddam,Abdul_Halim_Khaddam,42677
Abdul_Hamid_%28politician%29,Abdul_Hamid_(politician),101
Abdul_Hamid_Khan_Bhashani,Abdul_Hamid_Khan_Bhashani,525
Abdul_Hamid_Pawanteh,Abdul_Hamid_Pawanteh,2458
Abdul_Haq_%28Afghan_leader%29,Abdul_Haq_(Afghan_leader),579
Abdul_Haq_Shafaq,Abdul_Haq_Shafaq,2546
Abdul_Haris_Nasution,Abdul_Haris_Nasution,13558
Abdul_Jabbar_Khan,Abdul_Jabbar_Khan,3511
Abdul_Jabbar_Naeemi,Abdul_Jabbar_Naeemi,2501
Abdul_Kadir_Yusuf,Abdul_Kadir_Yusuf,3441
Abdul_Karim_Chowdhury,Abdul_Karim_Chowdhury,1049
Abdul_Latif_Khalid_Cheema,Abdul_Latif_Khalid_Cheema,893
Abdul_Latif_Pedram,Abdul_Latif_Pedram,3995
Abdul_Majeed_Khwaja,Abdul_Majeed_Khwaja,2556
Abdul_Majeed_al-Zindani,Abdul_Majeed_al-Zindani,29740
Abdul_Majid_Rouzi,Abdul_Majid_Rouzi,2825
Abdul_Malik_Pahlawan,Abdul_Malik_Pahlawan,4520
Abdul_Mannan_Bhuiyan,Abdul_Mannan_Bhuiyan,2205
Abdul_Momim,Abdul_Momim,947
Abdul_Qadir_%28Afghan_leader%29,Abdul_Qadir_(Afghan_leader),226
Abdul_Qadir_Bajamal,Abdul_Qadir_Bajamal,3907
Abdul_Qadir_Baloch,Abdul_Qadir_Baloch,1003
Abdul_Qayyum_Khan,Abdul_Qayyum_Khan,6919
Abdul_Rahim_Wardak,Abdul_Rahim_Wardak,18033
Abdul_Rahman_%28Afghan_minister%29,Abdul_Rahman_(Afghan_minister),54
Abdul_Rahman_Abbas,Abdul_Rahman_Abbas,5087
Abdul_Rahman_Arif,Abdul_Rahman_Arif,22557
Abdul_Rahman_Dahlan,Abdul_Rahman_Dahlan,2699
Abdul_Rahman_Ghassemlou,Abdul_Rahman_Ghassemlou,6827
Abdul_Rahman_Haji_Ahmadi,Abdul_Rahman_Haji_Ahmadi,4070
Abdul_Rahman_Hassan_Azzam,Abdul_Rahman_Hassan_Azzam,11199
Abdul_Rahman_Khleifawi,Abdul_Rahman_Khleifawi,33
Abdul_Rahman_Mustafa,Abdul_Rahman_Mustafa,1849
Abdul_Rahman_Ya%27kub,Abdul_Rahman_Ya'kub,8284
Abdul_Rahman_bin_Faisal,Abdul_Rahman_bin_Faisal,8309
Abdul_Rashid_Dostum,Abdul_Rashid_Dostum,68554
Abdul_Rashid_Godil,Abdul_Rashid_Godil,2620
Abdul_Rasul_Sayyaf,Abdul_Rasul_Sayyaf,20027
Abdul_Rauf_Khan,Abdul_Rauf_Khan,1704
Abdul_Rauf_al-Kasm,Abdul_Rauf_al-Kasm,2763
Abdul_Razak_Hussein,Abdul_Razak_Hussein,663
